munci_comm,non_org,is_org,pct_is_org,total_parcels,year,class_category,place
VILLAGE OF ROBBINS,496.0,36.0,0.06766917293233082,532.0,2021,other residential,Suburban Cook
VILLAGE OF ROSELLE,769.0,21.0,0.026582278481012658,790.0,2021,other residential,Suburban Cook
VILLAGE OF ROSEMONT,176.0,13.0,0.06878306878306878,189.0,2021,other residential,Suburban Cook
VILLAGE OF SAUK VILLAGE,817.0,112.0,0.12055974165769645,929.0,2021,other residential,Suburban Cook
VILLAGE OF SCHAUMBURG,8521.0,326.0,0.03684864925963603,8847.0,2021,other residential,Suburban Cook
VILLAGE OF SCHILLER PARK,462.0,12.0,0.02531645569620253,474.0,2021,other residential,Suburban Cook
VILLAGE OF SKOKIE,4936.0,144.0,0.028346456692913385,5080.0,2021,other residential,Suburban Cook
VILLAGE OF SOUTH BARRINGTON,420.0,44.0,0.09482758620689655,464.0,2021,other residential,Suburban Cook
VILLAGE OF SOUTH CHICAGO HEIGHTS,271.0,9.0,0.03214285714285714,280.0,2021,other residential,Suburban Cook
VILLAGE OF SOUTH HOLLAND,3473.0,242.0,0.06514131897711979,3715.0,2021,other residential,Suburban Cook
VILLAGE OF STEGER,492.0,30.0,0.05747126436781609,522.0,2021,other residential,Suburban Cook
VILLAGE OF STICKNEY,176.0,3.0,0.01675977653631285,179.0,2021,other residential,Suburban Cook
VILLAGE OF STONE PARK,156.0,10.0,0.060240963855421686,166.0,2021,other residential,Suburban Cook
VILLAGE OF STREAMWOOD,4840.0,212.0,0.04196357878068092,5052.0,2021,other residential,Suburban Cook
VILLAGE OF SUMMIT,334.0,26.0,0.07222222222222222,360.0,2021,other residential,Suburban Cook
VILLAGE OF THORNTON,90.0,5.0,0.05263157894736842,95.0,2021,other residential,Suburban Cook
VILLAGE OF TINLEY PARK,8395.0,247.0,0.0285813469104374,8642.0,2021,other residential,Suburban Cook
VILLAGE OF UNIVERSITY PARK,2.0,0.0,0.0,2.0,2021,other residential,Suburban Cook
VILLAGE OF WESTCHESTER,1690.0,93.0,0.05215928210880538,1783.0,2021,other residential,Suburban Cook
VILLAGE OF WESTERN SPRINGS,1499.0,80.0,0.0506649778340722,1579.0,2021,other residential,Suburban Cook
VILLAGE OF WHEELING,2622.0,124.0,0.04515659140568099,2746.0,2021,other residential,Suburban Cook
VILLAGE OF WILLOW SPRINGS,1186.0,55.0,0.0443190975020145,1241.0,2021,other residential,Suburban Cook
VILLAGE OF WILMETTE,2907.0,168.0,0.054634146341463415,3075.0,2021,other residential,Suburban Cook
VILLAGE OF WINNETKA,735.0,84.0,0.10256410256410256,819.0,2021,other residential,Suburban Cook
VILLAGE OF WORTH,533.0,21.0,0.03790613718411552,554.0,2021,other residential,Suburban Cook
WASHINGTON HEIGHTS,829.0,90.0,0.09793253536452666,919.0,2021,other residential,Chicago
WASHINGTON PARK,29.0,16.0,0.35555555555555557,45.0,2021,other residential,Chicago
WEST ELSDON,129.0,9.0,0.06521739130434782,138.0,2021,other residential,Chicago
WEST ENGLEWOOD,420.0,62.0,0.12863070539419086,482.0,2021,other residential,Chicago
WEST GARFIELD PARK,158.0,22.0,0.12222222222222222,180.0,2021,other residential,Chicago
WEST LAWN,91.0,6.0,0.061855670103092786,97.0,2021,other residential,Chicago
WEST PULLMAN,1131.0,133.0,0.10522151898734178,1264.0,2021,other residential,Chicago
WEST RIDGE,873.0,38.0,0.04171240395170143,911.0,2021,other residential,Chicago
WEST TOWN,2115.0,188.0,0.08163265306122448,2303.0,2021,other residential,Chicago
WHEELING TWP,139.0,4.0,0.027972027972027972,143.0,2021,other residential,Suburban Cook
WOODLAWN,196.0,57.0,0.22529644268774704,253.0,2021,other residential,Chicago
WORTH TWP,443.0,22.0,0.047311827956989246,465.0,2021,other residential,Suburban Cook
ALBANY PARK,2159.0,315.0,0.12732417138237673,2474.0,2021,condo,Chicago
ARCHER HEIGHTS,128.0,0.0,0.0,128.0,2021,condo,Chicago
ARMOUR SQUARE,1458.0,102.0,0.06538461538461539,1560.0,2021,condo,Chicago
ASHBURN,192.0,6.0,0.030303030303030304,198.0,2021,condo,Chicago
AUBURN GRESHAM,107.0,11.0,0.09322033898305085,118.0,2021,condo,Chicago
AUSTIN,692.0,158.0,0.18588235294117647,850.0,2021,condo,Chicago
AVONDALE,1523.0,346.0,0.18512573568753343,1869.0,2021,condo,Chicago
BELMONT CRAGIN,507.0,112.0,0.18093699515347333,619.0,2021,condo,Chicago
BEVERLY,204.0,29.0,0.12446351931330472,233.0,2021,condo,Chicago
BRIDGEPORT,844.0,152.0,0.15261044176706828,996.0,2021,condo,Chicago
BRIGHTON PARK,24.0,18.0,0.42857142857142855,42.0,2021,condo,Chicago
CALUMET HEIGHTS,10.0,3.0,0.23076923076923078,13.0,2021,condo,Chicago
CHATHAM,267.0,75.0,0.21929824561403508,342.0,2021,condo,Chicago
CHICAGO LAWN,69.0,3.0,0.041666666666666664,72.0,2021,condo,Chicago
CITY OF BERWYN,645.0,81.0,0.1115702479338843,726.0,2021,condo,Suburban Cook
CITY OF BLUE ISLAND,324.0,30.0,0.0847457627118644,354.0,2021,condo,Suburban Cook
CITY OF BURBANK,363.0,26.0,0.06683804627249357,389.0,2021,condo,Suburban Cook
CITY OF CALUMET CITY,839.0,71.0,0.07802197802197802,910.0,2021,condo,Suburban Cook
CITY OF CHICAGO HEIGHTS,15.0,0.0,0.0,15.0,2021,condo,Suburban Cook
CITY OF CICERO,233.0,30.0,0.11406844106463879,263.0,2021,condo,Suburban Cook
CITY OF COUNTRY CLUB HILLS,714.0,71.0,0.09044585987261146,785.0,2021,condo,Suburban Cook
CITY OF COUNTRYSIDE,671.0,69.0,0.09324324324324325,740.0,2021,condo,Suburban Cook
CITY OF DES PLAINES,4817.0,306.0,0.05973062658598478,5123.0,2021,condo,Suburban Cook
CITY OF ELGIN,1314.0,69.0,0.049891540130151846,1383.0,2021,condo,Suburban Cook
CITY OF EVANSTON,8087.0,758.0,0.08569813453928773,8845.0,2021,condo,Suburban Cook
CITY OF HICKORY HILLS,925.0,89.0,0.08777120315581854,1014.0,2021,condo,Suburban Cook
CITY OF NORTH LAKE,527.0,49.0,0.08506944444444445,576.0,2021,condo,Suburban Cook
CITY OF OAK FOREST,1701.0,103.0,0.05709534368070954,1804.0,2021,condo,Suburban Cook
CITY OF PALOS HEIGHTS,1358.0,120.0,0.08119079837618404,1478.0,2021,condo,Suburban Cook
CITY OF PALOS HILLS,2806.0,442.0,0.13608374384236452,3248.0,2021,condo,Suburban Cook
CITY OF PARK RIDGE,2534.0,278.0,0.09886201991465149,2812.0,2021,condo,Suburban Cook
CITY OF PROSPECT HEIGHTS,2723.0,349.0,0.11360677083333333,3072.0,2021,condo,Suburban Cook
CITY OF ROLLING MEADOWS,2607.0,399.0,0.13273453093812376,3006.0,2021,condo,Suburban Cook
CLEARING,884.0,50.0,0.05353319057815846,934.0,2021,condo,Chicago
DOUGLAS,1705.0,667.0,0.2811973018549747,2372.0,2021,condo,Chicago
DUNNING,1682.0,246.0,0.1275933609958506,1928.0,2021,condo,Chicago
EAST GARFIELD PARK,439.0,188.0,0.29984051036682613,627.0,2021,condo,Chicago
EDGEWATER,11157.0,1359.0,0.1085810162991371,12516.0,2021,condo,Chicago
EDISON PARK,717.0,113.0,0.13614457831325302,830.0,2021,condo,Chicago
ENGLEWOOD,23.0,9.0,0.28125,32.0,2021,condo,Chicago
FOREST GLEN,171.0,26.0,0.1319796954314721,197.0,2021,condo,Chicago
FULLER PARK,6.0,2.0,0.25,8.0,2021,condo,Chicago
GAGE PARK,17.0,5.0,0.22727272727272727,22.0,2021,condo,Chicago
GARFIELD RIDGE,264.0,29.0,0.09897610921501707,293.0,2021,condo,Chicago
GRAND BOULEVARD,1892.0,647.0,0.2548247341473021,2539.0,2021,condo,Chicago
GREATER GRAND CROSSING,66.0,38.0,0.36538461538461536,104.0,2021,condo,Chicago
HEGEWISCH,15.0,2.0,0.11764705882352941,17.0,2021,condo,Chicago
HERMOSA,104.0,19.0,0.15447154471544716,123.0,2021,condo,Chicago
HUMBOLDT PARK,298.0,130.0,0.3037383177570093,428.0,2021,condo,Chicago
HYDE PARK,3511.0,453.0,0.11427850655903128,3964.0,2021,condo,Chicago
IRVING PARK,2928.0,444.0,0.13167259786476868,3372.0,2021,condo,Chicago
JEFFERSON PARK,943.0,73.0,0.0718503937007874,1016.0,2021,condo,Chicago
KENWOOD,2035.0,471.0,0.1879489225857941,2506.0,2021,condo,Chicago
LAKE VIEW,22831.0,2867.0,0.11156510234259476,25698.0,2021,condo,Chicago
LINCOLN PARK,15629.0,2648.0,0.14488154511134213,18277.0,2021,condo,Chicago
LINCOLN SQUARE,4431.0,616.0,0.12205270457697642,5047.0,2021,condo,Chicago
LOGAN SQUARE,5316.0,831.0,0.13518789653489507,6147.0,2021,condo,Chicago
LOOP,17035.0,2509.0,0.12837699549733933,19544.0,2021,condo,Chicago
LOWER WEST SIDE,477.0,125.0,0.20764119601328904,602.0,2021,condo,Chicago
LYONS TWP,53.0,0.0,0.0,53.0,2021,condo,Suburban Cook
MAINE TWP,4354.0,184.0,0.040546496253856326,4538.0,2021,condo,Suburban Cook
MCKINLEY PARK,80.0,8.0,0.09090909090909091,88.0,2021,condo,Chicago
MONTCLARE,329.0,32.0,0.0886426592797784,361.0,2021,condo,Chicago
MORGAN PARK,381.0,69.0,0.15333333333333332,450.0,2021,condo,Chicago
MOUNT GREENWOOD,236.0,18.0,0.07086614173228346,254.0,2021,condo,Chicago
NEAR NORTH SIDE,44923.0,9193.0,0.16987582230763545,54116.0,2021,condo,Chicago
NEAR SOUTH SIDE,16772.0,2299.0,0.12054952545750092,19071.0,2021,condo,Chicago
NEAR WEST SIDE,18274.0,2654.0,0.126815749235474,20928.0,2021,condo,Chicago
NEW CITY,351.0,22.0,0.058981233243967826,373.0,2021,condo,Chicago
NORTH CENTER,3835.0,445.0,0.10397196261682243,4280.0,2021,condo,Chicago
NORTH LAWNDALE,133.0,83.0,0.38425925925925924,216.0,2021,condo,Chicago
NORTH PARK,840.0,124.0,0.12863070539419086,964.0,2021,condo,Chicago
NORTHFIELD TWP,2178.0,330.0,0.13157894736842105,2508.0,2021,condo,Suburban Cook
NORWOOD PARK,1185.0,130.0,0.09885931558935361,1315.0,2021,condo,Chicago
OAKLAND,524.0,82.0,0.1353135313531353,606.0,2021,condo,Chicago
OHARE,2497.0,258.0,0.09364791288566243,2755.0,2021,condo,Chicago
PALATINE TWP,477.0,125.0,0.20764119601328904,602.0,2021,condo,Suburban Cook
PALOS TWP,221.0,10.0,0.04329004329004329,231.0,2021,condo,Suburban Cook
PORTAGE PARK,1351.0,172.0,0.11293499671700591,1523.0,2021,condo,Chicago
ROGERS PARK,7197.0,921.0,0.11345158906134516,8118.0,2021,condo,Chicago
ROSELAND,8.0,0.0,0.0,8.0,2021,condo,Chicago
SOUTH CHICAGO,147.0,34.0,0.1878453038674033,181.0,2021,condo,Chicago
SOUTH DEERING,7.0,1.0,0.125,8.0,2021,condo,Chicago
SOUTH LAWNDALE,23.0,17.0,0.425,40.0,2021,condo,Chicago
SOUTH SHORE,2325.0,807.0,0.25766283524904215,3132.0,2021,condo,Chicago
UPTOWN,11958.0,1097.0,0.08402910762160092,13055.0,2021,condo,Chicago
VILLAGE OF ALSIP,1324.0,113.0,0.07863604732080724,1437.0,2021,condo,Suburban Cook
VILLAGE OF ARLINGTON HEIGHTS,7136.0,1030.0,0.12613274553024736,8166.0,2021,condo,Suburban Cook
VILLAGE OF BARRINGTON,202.0,57.0,0.22007722007722008,259.0,2021,condo,Suburban Cook
VILLAGE OF BARTLETT,1214.0,86.0,0.06615384615384616,1300.0,2021,condo,Suburban Cook
VILLAGE OF BELLWOOD,139.0,18.0,0.11464968152866242,157.0,2021,condo,Suburban Cook
VILLAGE OF BRIDGEVIEW,764.0,25.0,0.031685678073510776,789.0,2021,condo,Suburban Cook
VILLAGE OF BROADVIEW,79.0,5.0,0.05952380952380952,84.0,2021,condo,Suburban Cook
VILLAGE OF BROOKFIELD,205.0,30.0,0.1276595744680851,235.0,2021,condo,Suburban Cook
VILLAGE OF BUFFALO GROVE,2656.0,162.0,0.057487579843860895,2818.0,2021,condo,Suburban Cook
VILLAGE OF BURNHAM,122.0,34.0,0.21794871794871795,156.0,2021,condo,Suburban Cook
VILLAGE OF BURR RIDGE,660.0,95.0,0.12582781456953643,755.0,2021,condo,Suburban Cook
VILLAGE OF CALUMET PARK,58.0,2.0,0.03333333333333333,60.0,2021,condo,Suburban Cook
VILLAGE OF CHICAGO RIDGE,1493.0,254.0,0.1453921007441328,1747.0,2021,condo,Suburban Cook
VILLAGE OF CRESTWOOD,2857.0,263.0,0.0842948717948718,3120.0,2021,condo,Suburban Cook
VILLAGE OF DOLTON,204.0,14.0,0.06422018348623854,218.0,2021,condo,Suburban Cook
VILLAGE OF ELK GROVE VILLAGE,3397.0,232.0,0.06392945715073023,3629.0,2021,condo,Suburban Cook
VILLAGE OF ELMWOOD PARK,1644.0,179.0,0.0981897970378497,1823.0,2021,condo,Suburban Cook
VILLAGE OF EVERGREEN PARK,105.0,2.0,0.018691588785046728,107.0,2021,condo,Suburban Cook
VILLAGE OF FLOSSMOOR,326.0,30.0,0.08426966292134831,356.0,2021,condo,Suburban Cook
VILLAGE OF FOREST PARK,1996.0,263.0,0.11642319610447101,2259.0,2021,condo,Suburban Cook
VILLAGE OF FRANKLIN PARK,325.0,14.0,0.04129793510324484,339.0,2021,condo,Suburban Cook
VILLAGE OF GLENCOE,151.0,16.0,0.09580838323353294,167.0,2021,condo,Suburban Cook
VILLAGE OF GLENVIEW,3069.0,211.0,0.06432926829268293,3280.0,2021,condo,Suburban Cook
VILLAGE OF GLENWOOD,626.0,96.0,0.1329639889196676,722.0,2021,condo,Suburban Cook
VILLAGE OF HANOVER PARK,318.0,55.0,0.14745308310991956,373.0,2021,condo,Suburban Cook
VILLAGE OF HARWOOD HEIGHTS,460.0,46.0,0.09090909090909091,506.0,2021,condo,Suburban Cook
VILLAGE OF HAZELCREST,492.0,37.0,0.06994328922495274,529.0,2021,condo,Suburban Cook
VILLAGE OF HILLSIDE,284.0,170.0,0.3744493392070485,454.0,2021,condo,Suburban Cook
VILLAGE OF HOFFMAN ESTATES,2852.0,206.0,0.06736429038587312,3058.0,2021,condo,Suburban Cook
VILLAGE OF HOMEWOOD,1270.0,64.0,0.047976011994003,1334.0,2021,condo,Suburban Cook
VILLAGE OF INDIAN HEAD PARK,893.0,86.0,0.08784473953013279,979.0,2021,condo,Suburban Cook
VILLAGE OF INVERNESS,607.0,45.0,0.06901840490797546,652.0,2021,condo,Suburban Cook
VILLAGE OF JUSTICE,692.0,15.0,0.021216407355021217,707.0,2021,condo,Suburban Cook
VILLAGE OF KENILWORTH,13.0,2.0,0.13333333333333333,15.0,2021,condo,Suburban Cook
VILLAGE OF LA GRANGE,1056.0,106.0,0.09122203098106713,1162.0,2021,condo,Suburban Cook
VILLAGE OF LA GRANGE PARK,203.0,27.0,0.11739130434782609,230.0,2021,condo,Suburban Cook
VILLAGE OF LANSING,941.0,95.0,0.0916988416988417,1036.0,2021,condo,Suburban Cook
VILLAGE OF LEMONT,200.0,31.0,0.1341991341991342,231.0,2021,condo,Suburban Cook
VILLAGE OF LINCOLNWOOD,389.0,33.0,0.07819905213270142,422.0,2021,condo,Suburban Cook
VILLAGE OF LYNWOOD,339.0,37.0,0.09840425531914894,376.0,2021,condo,Suburban Cook
VILLAGE OF LYONS,449.0,125.0,0.21777003484320556,574.0,2021,condo,Suburban Cook
VILLAGE OF MATTESON,557.0,56.0,0.09135399673735727,613.0,2021,condo,Suburban Cook
VILLAGE OF MAYWOOD,84.0,49.0,0.3684210526315789,133.0,2021,condo,Suburban Cook
VILLAGE OF MELROSE PARK,317.0,53.0,0.14324324324324325,370.0,2021,condo,Suburban Cook
VILLAGE OF MERRIONETTE PARK,90.0,11.0,0.10891089108910891,101.0,2021,condo,Suburban Cook
VILLAGE OF MIDLOTHIAN,424.0,47.0,0.09978768577494693,471.0,2021,condo,Suburban Cook
VILLAGE OF MORTON GROVE,1646.0,71.0,0.041351193942923706,1717.0,2021,condo,Suburban Cook
VILLAGE OF MT PROSPECT,3848.0,369.0,0.08750296419255395,4217.0,2021,condo,Suburban Cook
VILLAGE OF NILES,2183.0,139.0,0.059862187769164514,2322.0,2021,condo,Suburban Cook
VILLAGE OF NORRIDGE,521.0,90.0,0.14729950900163666,611.0,2021,condo,Suburban Cook
VILLAGE OF NORTH RIVERSIDE,63.0,11.0,0.14864864864864866,74.0,2021,condo,Suburban Cook
VILLAGE OF NORTHBROOK,2321.0,246.0,0.09583171016751071,2567.0,2021,condo,Suburban Cook
VILLAGE OF NORTHFIELD,452.0,39.0,0.07942973523421588,491.0,2021,condo,Suburban Cook
VILLAGE OF OAK LAWN,5678.0,588.0,0.0938397701883179,6266.0,2021,condo,Suburban Cook
VILLAGE OF OAK PARK,4938.0,498.0,0.09161147902869757,5436.0,2021,condo,Suburban Cook
VILLAGE OF OLYMPIA FIELDS,43.0,3.0,0.06521739130434782,46.0,2021,condo,Suburban Cook
VILLAGE OF ORLAND HILLS,143.0,9.0,0.05921052631578947,152.0,2021,condo,Suburban Cook
VILLAGE OF ORLAND PARK,5470.0,474.0,0.0797442799461642,5944.0,2021,condo,Suburban Cook
VILLAGE OF PALATINE,9220.0,754.0,0.07559655103268498,9974.0,2021,condo,Suburban Cook
VILLAGE OF PALOS PARK,190.0,13.0,0.06403940886699508,203.0,2021,condo,Suburban Cook
VILLAGE OF PARK FOREST,318.0,58.0,0.15425531914893617,376.0,2021,condo,Suburban Cook
VILLAGE OF POSEN,5.0,0.0,0.0,5.0,2021,condo,Suburban Cook
VILLAGE OF RICHTON PARK,229.0,15.0,0.06147540983606557,244.0,2021,condo,Suburban Cook
VILLAGE OF RIVER FOREST,1069.0,69.0,0.06063268892794376,1138.0,2021,condo,Suburban Cook
VILLAGE OF RIVER GROVE,578.0,38.0,0.06168831168831169,616.0,2021,condo,Suburban Cook
VILLAGE OF RIVERDALE,125.0,27.0,0.17763157894736842,152.0,2021,condo,Suburban Cook
VILLAGE OF RIVERSIDE,292.0,50.0,0.14619883040935672,342.0,2021,condo,Suburban Cook
VILLAGE OF ROSELLE,337.0,20.0,0.056022408963585436,357.0,2021,condo,Suburban Cook
VILLAGE OF ROSEMONT,222.0,23.0,0.09387755102040816,245.0,2021,condo,Suburban Cook
VILLAGE OF SCHAUMBURG,10538.0,678.0,0.06044935805991441,11216.0,2021,condo,Suburban Cook
VILLAGE OF SCHILLER PARK,886.0,125.0,0.12363996043521266,1011.0,2021,condo,Suburban Cook
VILLAGE OF SKOKIE,4688.0,931.0,0.16568784481224416,5619.0,2021,condo,Suburban Cook
VILLAGE OF SOUTH CHICAGO HEIGHTS,8.0,0.0,0.0,8.0,2021,condo,Suburban Cook
VILLAGE OF SOUTH HOLLAND,61.0,3.0,0.046875,64.0,2021,condo,Suburban Cook
VILLAGE OF STICKNEY,138.0,26.0,0.15853658536585366,164.0,2021,condo,Suburban Cook
VILLAGE OF STREAMWOOD,1642.0,162.0,0.08980044345898004,1804.0,2021,condo,Suburban Cook
VILLAGE OF SUMMIT,35.0,2.0,0.05405405405405406,37.0,2021,condo,Suburban Cook
VILLAGE OF TINLEY PARK,4761.0,336.0,0.0659211300765156,5097.0,2021,condo,Suburban Cook
VILLAGE OF WESTCHESTER,268.0,19.0,0.06620209059233449,287.0,2021,condo,Suburban Cook
VILLAGE OF WESTERN SPRINGS,234.0,34.0,0.12686567164179105,268.0,2021,condo,Suburban Cook
VILLAGE OF WHEELING,5579.0,515.0,0.08450935346242205,6094.0,2021,condo,Suburban Cook
VILLAGE OF WILLOW SPRINGS,492.0,65.0,0.11669658886894076,557.0,2021,condo,Suburban Cook
VILLAGE OF WILMETTE,1056.0,116.0,0.09897610921501707,1172.0,2021,condo,Suburban Cook
VILLAGE OF WINNETKA,341.0,56.0,0.14105793450881612,397.0,2021,condo,Suburban Cook
VILLAGE OF WORTH,813.0,205.0,0.2013752455795678,1018.0,2021,condo,Suburban Cook
WASHINGTON HEIGHTS,10.0,0.0,0.0,10.0,2021,condo,Chicago
WASHINGTON PARK,566.0,275.0,0.3269916765755054,841.0,2021,condo,Chicago
WEST ELSDON,191.0,50.0,0.2074688796680498,241.0,2021,condo,Chicago
WEST ENGLEWOOD,0.0,3.0,1.0,3.0,2021,condo,Chicago
WEST GARFIELD PARK,91.0,45.0,0.33088235294117646,136.0,2021,condo,Chicago
WEST LAWN,619.0,67.0,0.09766763848396501,686.0,2021,condo,Chicago
WEST PULLMAN,67.0,10.0,0.12987012987012986,77.0,2021,condo,Chicago
WEST RIDGE,6567.0,764.0,0.10421497749283863,7331.0,2021,condo,Chicago
WEST TOWN,13635.0,1929.0,0.12393986121819583,15564.0,2021,condo,Chicago
WOODLAWN,1119.0,365.0,0.2459568733153639,1484.0,2021,condo,Chicago
ALBANY PARK,148.0,124.0,0.45588235294117646,272.0,2021,7+ unit properties,Chicago
ARCHER HEIGHTS,12.0,4.0,0.25,16.0,2021,7+ unit properties,Chicago
ARMOUR SQUARE,13.0,16.0,0.5517241379310345,29.0,2021,7+ unit properties,Chicago
ASHBURN,25.0,19.0,0.4318181818181818,44.0,2021,7+ unit properties,Chicago
AUBURN GRESHAM,104.0,188.0,0.6438356164383562,292.0,2021,7+ unit properties,Chicago
AUSTIN,180.0,288.0,0.6153846153846154,468.0,2021,7+ unit properties,Chicago
AVALON PARK,9.0,22.0,0.7096774193548387,31.0,2021,7+ unit properties,Chicago
AVONDALE,68.0,69.0,0.5036496350364964,137.0,2021,7+ unit properties,Chicago
BELMONT CRAGIN,120.0,103.0,0.4618834080717489,223.0,2021,7+ unit properties,Chicago
BEVERLY,32.0,24.0,0.42857142857142855,56.0,2021,7+ unit properties,Chicago
BRIDGEPORT,38.0,29.0,0.43283582089552236,67.0,2021,7+ unit properties,Chicago
BRIGHTON PARK,23.0,7.0,0.23333333333333334,30.0,2021,7+ unit properties,Chicago
BURNSIDE,0.0,2.0,1.0,2.0,2021,7+ unit properties,Chicago
CALUMET HEIGHTS,13.0,11.0,0.4583333333333333,24.0,2021,7+ unit properties,Chicago
CHATHAM,150.0,222.0,0.5967741935483871,372.0,2021,7+ unit properties,Chicago
CHICAGO LAWN,111.0,154.0,0.5811320754716981,265.0,2021,7+ unit properties,Chicago
CITY OF BERWYN,85.0,97.0,0.532967032967033,182.0,2021,7+ unit properties,Suburban Cook
CITY OF BLUE ISLAND,46.0,66.0,0.5892857142857143,112.0,2021,7+ unit properties,Suburban Cook
CITY OF BURBANK,21.0,9.0,0.3,30.0,2021,7+ unit properties,Suburban Cook
CITY OF CALUMET CITY,56.0,67.0,0.5447154471544715,123.0,2021,7+ unit properties,Suburban Cook
CITY OF CHICAGO HEIGHTS,13.0,21.0,0.6176470588235294,34.0,2021,7+ unit properties,Suburban Cook
CITY OF CICERO,130.0,76.0,0.36893203883495146,206.0,2021,7+ unit properties,Suburban Cook
CITY OF COUNTRYSIDE,11.0,12.0,0.5217391304347826,23.0,2021,7+ unit properties,Suburban Cook
CITY OF DES PLAINES,59.0,56.0,0.48695652173913045,115.0,2021,7+ unit properties,Suburban Cook
CITY OF ELGIN,7.0,23.0,0.7666666666666667,30.0,2021,7+ unit properties,Suburban Cook
CITY OF EVANSTON,109.0,277.0,0.7176165803108808,386.0,2021,7+ unit properties,Suburban Cook
CITY OF HARVEY,21.0,19.0,0.475,40.0,2021,7+ unit properties,Suburban Cook
CITY OF HICKORY HILLS,48.0,17.0,0.26153846153846155,65.0,2021,7+ unit properties,Suburban Cook
CITY OF MARKHAM,0.0,1.0,1.0,1.0,2021,7+ unit properties,Suburban Cook
CITY OF NORTH LAKE,14.0,11.0,0.44,25.0,2021,7+ unit properties,Suburban Cook
CITY OF OAK FOREST,13.0,28.0,0.6829268292682927,41.0,2021,7+ unit properties,Suburban Cook
CITY OF PALOS HEIGHTS,0.0,1.0,1.0,1.0,2021,7+ unit properties,Suburban Cook
CITY OF PALOS HILLS,5.0,5.0,0.5,10.0,2021,7+ unit properties,Suburban Cook
CITY OF PARK RIDGE,21.0,32.0,0.6037735849056604,53.0,2021,7+ unit properties,Suburban Cook
CITY OF PROSPECT HEIGHTS,0.0,8.0,1.0,8.0,2021,7+ unit properties,Suburban Cook
CITY OF ROLLING MEADOWS,3.0,24.0,0.8888888888888888,27.0,2021,7+ unit properties,Suburban Cook
CLEARING,63.0,27.0,0.3,90.0,2021,7+ unit properties,Chicago
DOUGLAS,38.0,36.0,0.4864864864864865,74.0,2021,7+ unit properties,Chicago
DUNNING,41.0,17.0,0.29310344827586204,58.0,2021,7+ unit properties,Chicago
EAST GARFIELD PARK,81.0,42.0,0.34146341463414637,123.0,2021,7+ unit properties,Chicago
EAST SIDE,11.0,8.0,0.42105263157894735,19.0,2021,7+ unit properties,Chicago
EDGEWATER,167.0,212.0,0.5593667546174143,379.0,2021,7+ unit properties,Chicago
EDISON PARK,21.0,19.0,0.475,40.0,2021,7+ unit properties,Chicago
ENGLEWOOD,54.0,114.0,0.6785714285714286,168.0,2021,7+ unit properties,Chicago
FOREST GLEN,9.0,9.0,0.5,18.0,2021,7+ unit properties,Chicago
GAGE PARK,40.0,29.0,0.42028985507246375,69.0,2021,7+ unit properties,Chicago
GARFIELD RIDGE,29.0,23.0,0.4423076923076923,52.0,2021,7+ unit properties,Chicago
GRAND BOULEVARD,62.0,158.0,0.7181818181818181,220.0,2021,7+ unit properties,Chicago
GREATER GRAND CROSSING,91.0,158.0,0.6345381526104418,249.0,2021,7+ unit properties,Chicago
HEGEWISCH,2.0,4.0,0.6666666666666666,6.0,2021,7+ unit properties,Chicago
HERMOSA,36.0,46.0,0.5609756097560976,82.0,2021,7+ unit properties,Chicago
HUMBOLDT PARK,44.0,92.0,0.6764705882352942,136.0,2021,7+ unit properties,Chicago
HYDE PARK,43.0,165.0,0.7932692307692307,208.0,2021,7+ unit properties,Chicago
IRVING PARK,136.0,158.0,0.5374149659863946,294.0,2021,7+ unit properties,Chicago
JEFFERSON PARK,24.0,22.0,0.4782608695652174,46.0,2021,7+ unit properties,Chicago
KENWOOD,15.0,83.0,0.8469387755102041,98.0,2021,7+ unit properties,Chicago
LAKE VIEW,206.0,507.0,0.7110799438990182,713.0,2021,7+ unit properties,Chicago
LEYDEN TWP,7.0,22.0,0.7586206896551724,29.0,2021,7+ unit properties,Suburban Cook
LINCOLN PARK,103.0,246.0,0.7048710601719198,349.0,2021,7+ unit properties,Chicago
LINCOLN SQUARE,177.0,225.0,0.5597014925373134,402.0,2021,7+ unit properties,Chicago
LOGAN SQUARE,156.0,243.0,0.6090225563909775,399.0,2021,7+ unit properties,Chicago
LOOP,39.0,56.0,0.5894736842105263,95.0,2021,7+ unit properties,Chicago
LOWER WEST SIDE,74.0,62.0,0.45588235294117646,136.0,2021,7+ unit properties,Chicago
LYONS TWP,12.0,0.0,0.0,12.0,2021,7+ unit properties,Suburban Cook
MAINE TWP,6.0,12.0,0.6666666666666666,18.0,2021,7+ unit properties,Suburban Cook
MCKINLEY PARK,11.0,12.0,0.5217391304347826,23.0,2021,7+ unit properties,Chicago
MONTCLARE,13.0,25.0,0.6578947368421053,38.0,2021,7+ unit properties,Chicago
MORGAN PARK,15.0,30.0,0.6666666666666666,45.0,2021,7+ unit properties,Chicago
MOUNT GREENWOOD,7.0,3.0,0.3,10.0,2021,7+ unit properties,Chicago
NEAR NORTH SIDE,108.0,212.0,0.6625,320.0,2021,7+ unit properties,Chicago
NEAR SOUTH SIDE,25.0,40.0,0.6153846153846154,65.0,2021,7+ unit properties,Chicago
